user_id,event_time,event_type,device,source
30a8099d,2024-01-01 01:43:00,homepage_view,iOS,Direct
30a8099d,2024-01-01 01:46:37,product_view,iOS,Direct
3a2dc220,2024-01-01 17:28:00,homepage_view,Android,Instagram Ads
3a2dc220,2024-01-01 17:28:38,product_view,Android,Instagram Ads
aa61ea2f,2024-01-01 22:33:00,homepage_view,iOS,Google Ads
5fe046f4,2024-01-01 08:35:00,homepage_view,Android,Organic
5fe046f4,2024-01-01 08:39:38,product_view,Android,Organic
7718750d,2024-01-01 23:26:00,homepage_view,Android,Instagram Ads
47321f49,2024-01-01 19:57:00,homepage_view,Android,Direct
47321f49,2024-01-01 19:58:38,product_view,Android,Direct
c971d9f0,2024-01-01 01:19:00,homepage_view,Android,Google Ads
a57544d9,2024-01-01 10:07:00,homepage_view,Android,Organic
a57544d9,2024-01-01 10:07:51,product_view,Android,Organic
a57544d9,2024-01-01 10:08:05,add_to_cart,Android,Organic
e578dec6,2024-01-01 08:32:00,homepage_view,Android,Direct
e578dec6,2024-01-01 08:32:11,product_view,Android,Direct
9e841b86,2024-01-01 04:05:00,homepage_view,iOS,Instagram Ads
9e841b86,2024-01-01 04:07:33,product_view,iOS,Instagram Ads
9e841b86,2024-01-01 04:08:33,add_to_cart,iOS,Instagram Ads
9e841b86,2024-01-01 04:13:13,checkout_start,iOS,Instagram Ads
9e841b86,2024-01-01 04:13:37,purchase_success,iOS,Instagram Ads
8e77297a,2024-01-01 09:35:00,homepage_view,iOS,Google Ads
8e77297a,2024-01-01 09:39:55,product_view,iOS,Google Ads
8e77297a,2024-01-01 09:44:34,add_to_cart,iOS,Google Ads
8e77297a,2024-01-01 09:44:45,checkout_start,iOS,Google Ads
8e77297a,2024-01-01 09:46:32,purchase_success,iOS,Google Ads
fa94b57c,2024-01-01 05:42:00,homepage_view,iOS,Instagram Ads
fa94b57c,2024-01-01 05:44:57,product_view,iOS,Instagram Ads
fa94b57c,2024-01-01 05:45:48,add_to_cart,iOS,Instagram Ads
fa94b57c,2024-01-01 05:46:20,checkout_start,iOS,Instagram Ads
fa94b57c,2024-01-01 05:51:06,purchase_success,iOS,Instagram Ads
f9c00e35,2024-01-01 19:22:00,homepage_view,iOS,Organic
f9c00e35,2024-01-01 19:26:25,product_view,iOS,Organic
d9bd02ac,2024-01-01 14:19:00,homepage_view,iOS,Organic
e7b9639d,2024-01-01 03:42:00,homepage_view,Android,Google Ads
e7b9639d,2024-01-01 03:43:22,product_view,Android,Google Ads
6bfcb03b,2024-01-01 16:52:00,homepage_view,Android,Google Ads
6bfcb03b,2024-01-01 16:54:11,product_view,Android,Google Ads
9b0ead63,2024-01-01 12:47:00,homepage_view,iOS,Google Ads
9b0ead63,2024-01-01 12:50:58,product_view,iOS,Google Ads
a277aca9,2024-01-01 06:24:00,homepage_view,Web,Instagram Ads
a5406619,2024-01-01 04:15:00,homepage_view,Android,Google Ads
a5406619,2024-01-01 04:18:42,product_view,Android,Google Ads
a5406619,2024-01-01 04:19:09,add_to_cart,Android,Google Ads
a5406619,2024-01-01 04:19:49,checkout_start,Android,Google Ads
92125f37,2024-01-01 06:02:00,homepage_view,iOS,Direct
92125f37,2024-01-01 06:03:17,product_view,iOS,Direct
3030930b,2024-01-01 20:56:00,homepage_view,Web,Direct
3030930b,2024-01-01 21:00:42,product_view,Web,Direct
3030930b,2024-01-01 21:05:18,add_to_cart,Web,Direct
fcff390f,2024-01-01 20:38:00,homepage_view,Android,Organic
a4ecfdc7,2024-01-01 11:46:00,homepage_view,iOS,Organic
d8a08ea5,2024-01-01 22:28:00,homepage_view,iOS,Organic
d8a08ea5,2024-01-01 22:29:04,product_view,iOS,Organic
d8a08ea5,2024-01-01 22:33:03,add_to_cart,iOS,Organic
537ed65b,2024-01-01 17:46:00,homepage_view,iOS,Organic
537ed65b,2024-01-01 17:48:36,product_view,iOS,Organic
8c2dcea3,2024-01-01 14:42:00,homepage_view,Android,Direct
8c2dcea3,2024-01-01 14:46:55,product_view,Android,Direct
8c2dcea3,2024-01-01 14:48:21,add_to_cart,Android,Direct
8c2dcea3,2024-01-01 14:52:04,checkout_start,Android,Direct
081b93d7,2024-01-01 03:42:00,homepage_view,Android,Instagram Ads
081b93d7,2024-01-01 03:42:17,product_view,Android,Instagram Ads
081b93d7,2024-01-01 03:43:38,add_to_cart,Android,Instagram Ads
e91f6392,2024-01-01 07:49:00,homepage_view,iOS,Google Ads
b1b64c0a,2024-01-01 23:15:00,homepage_view,iOS,Direct
b1b64c0a,2024-01-01 23:15:54,product_view,iOS,Direct
1e5ce23a,2024-01-01 12:14:00,homepage_view,Web,Google Ads
1e5ce23a,2024-01-01 12:16:53,product_view,Web,Google Ads
161b3d1b,2024-01-01 21:08:00,homepage_view,Android,Google Ads
161b3d1b,2024-01-01 21:11:27,product_view,Android,Google Ads
161b3d1b,2024-01-01 21:15:48,add_to_cart,Android,Google Ads
f80146c3,2024-01-01 16:23:00,homepage_view,iOS,Instagram Ads
f80146c3,2024-01-01 16:27:01,product_view,iOS,Instagram Ads
f80146c3,2024-01-01 16:30:37,add_to_cart,iOS,Instagram Ads
f80146c3,2024-01-01 16:31:03,checkout_start,iOS,Instagram Ads
f80146c3,2024-01-01 16:35:16,purchase_success,iOS,Instagram Ads
c53497c0,2024-01-01 14:29:00,homepage_view,Android,Organic
c53497c0,2024-01-01 14:33:16,product_view,Android,Organic
c53497c0,2024-01-01 14:34:21,add_to_cart,Android,Organic
c53497c0,2024-01-01 14:38:37,checkout_start,Android,Organic
96ef9f29,2024-01-01 01:50:00,homepage_view,iOS,Direct
ff2c12e9,2024-01-01 14:46:00,homepage_view,Web,Organic
ff2c12e9,2024-01-01 14:47:11,product_view,Web,Organic
ff2c12e9,2024-01-01 14:51:52,add_to_cart,Web,Organic
ff2c12e9,2024-01-01 14:53:05,checkout_start,Web,Organic
ff2c12e9,2024-01-01 14:55:49,purchase_success,Web,Organic
f3b2507e,2024-01-01 01:28:00,homepage_view,iOS,Instagram Ads
ee4365e1,2024-01-01 17:24:00,homepage_view,Android,Instagram Ads
ee4365e1,2024-01-01 17:26:20,product_view,Android,Instagram Ads
6f2a40eb,2024-01-01 22:55:00,homepage_view,Android,Direct
6f2a40eb,2024-01-01 22:56:35,product_view,Android,Direct
5d33e2ea,2024-01-01 11:06:00,homepage_view,Android,Google Ads
5e2b1ed7,2024-01-01 16:48:00,homepage_view,Android,Direct
5e2b1ed7,2024-01-01 16:48:11,product_view,Android,Direct
bebf66a9,2024-01-01 17:37:00,homepage_view,iOS,Google Ads
bebf66a9,2024-01-01 17:39:24,product_view,iOS,Google Ads
bebf66a9,2024-01-01 17:42:49,add_to_cart,iOS,Google Ads
bebf66a9,2024-01-01 17:47:27,checkout_start,iOS,Google Ads
bebf66a9,2024-01-01 17:50:56,purchase_success,iOS,Google Ads
0290714c,2024-01-01 23:16:00,homepage_view,Android,Direct
0290714c,2024-01-01 23:20:52,product_view,Android,Direct
85fc224f,2024-01-01 13:07:00,homepage_view,iOS,Direct
85fc224f,2024-01-01 13:07:36,product_view,iOS,Direct
0505932b,2024-01-01 04:26:00,homepage_view,Web,Organic
7095aed3,2024-01-01 11:25:00,homepage_view,Android,Direct
7095aed3,2024-01-01 11:26:48,product_view,Android,Direct
7095aed3,2024-01-01 11:29:45,add_to_cart,Android,Direct
53048782,2024-01-01 03:40:00,homepage_view,Android,Organic
53048782,2024-01-01 03:41:14,product_view,Android,Organic
53048782,2024-01-01 03:45:03,add_to_cart,Android,Organic
53048782,2024-01-01 03:49:52,checkout_start,Android,Organic
bab13a20,2024-01-01 16:50:00,homepage_view,Android,Google Ads
bab13a20,2024-01-01 16:53:21,product_view,Android,Google Ads
12ffbc73,2024-01-01 13:04:00,homepage_view,Web,Organic
12ffbc73,2024-01-01 13:08:52,product_view,Web,Organic
51284177,2024-01-01 05:14:00,homepage_view,Android,Google Ads
0e9adcd7,2024-01-01 15:32:00,homepage_view,Web,Organic
0e9adcd7,2024-01-01 15:36:39,product_view,Web,Organic
0e9adcd7,2024-01-01 15:41:04,add_to_cart,Web,Organic
0e9adcd7,2024-01-01 15:43:24,checkout_start,Web,Organic
0e9adcd7,2024-01-01 15:43:55,purchase_success,Web,Organic
6138223d,2024-01-01 14:17:00,homepage_view,Android,Google Ads
6138223d,2024-01-01 14:21:01,product_view,Android,Google Ads
abddc172,2024-01-01 10:40:00,homepage_view,Android,Direct
abddc172,2024-01-01 10:44:31,product_view,Android,Direct
982bfba3,2024-01-01 07:32:00,homepage_view,Android,Google Ads
982bfba3,2024-01-01 07:32:10,product_view,Android,Google Ads
d8d692bf,2024-01-01 19:27:00,homepage_view,Android,Direct
d8d692bf,2024-01-01 19:28:34,product_view,Android,Direct
95030afe,2024-01-01 04:45:00,homepage_view,Android,Direct
ca0c674f,2024-01-01 18:47:00,homepage_view,Web,Instagram Ads
ca0c674f,2024-01-01 18:48:17,product_view,Web,Instagram Ads
c0132d84,2024-01-01 11:00:00,homepage_view,iOS,Organic
c0132d84,2024-01-01 11:02:57,product_view,iOS,Organic
c0132d84,2024-01-01 11:04:02,add_to_cart,iOS,Organic
c0132d84,2024-01-01 11:05:54,checkout_start,iOS,Organic
c0132d84,2024-01-01 11:07:57,purchase_success,iOS,Organic
22b5e726,2024-01-01 06:13:00,homepage_view,Web,Instagram Ads
22b5e726,2024-01-01 06:15:31,product_view,Web,Instagram Ads
22b5e726,2024-01-01 06:17:13,add_to_cart,Web,Instagram Ads
22b5e726,2024-01-01 06:21:23,checkout_start,Web,Instagram Ads
22b5e726,2024-01-01 06:24:06,purchase_success,Web,Instagram Ads
f9c55e53,2024-01-01 17:15:00,homepage_view,Android,Instagram Ads
f9c55e53,2024-01-01 17:18:36,product_view,Android,Instagram Ads
f9c55e53,2024-01-01 17:19:01,add_to_cart,Android,Instagram Ads
f9c55e53,2024-01-01 17:21:50,checkout_start,Android,Instagram Ads
f9c55e53,2024-01-01 17:24:34,purchase_success,Android,Instagram Ads
3a99e0ba,2024-01-01 07:15:00,homepage_view,iOS,Instagram Ads
3a99e0ba,2024-01-01 07:18:34,product_view,iOS,Instagram Ads
3a99e0ba,2024-01-01 07:21:18,add_to_cart,iOS,Instagram Ads
850bb70b,2024-01-01 23:29:00,homepage_view,Android,Google Ads
850bb70b,2024-01-01 23:33:43,product_view,Android,Google Ads
8b3d4df4,2024-01-01 20:42:00,homepage_view,Android,Direct
8b3d4df4,2024-01-01 20:44:38,product_view,Android,Direct
e9d18417,2024-01-01 07:46:00,homepage_view,Android,Instagram Ads
e9d18417,2024-01-01 07:47:26,product_view,Android,Instagram Ads
4f88c23b,2024-01-01 14:47:00,homepage_view,Web,Google Ads
91053c09,2024-01-01 01:38:00,homepage_view,iOS,Direct
91053c09,2024-01-01 01:39:29,product_view,iOS,Direct
91053c09,2024-01-01 01:41:42,add_to_cart,iOS,Direct
91053c09,2024-01-01 01:43:32,checkout_start,iOS,Direct
91053c09,2024-01-01 01:45:21,purchase_success,iOS,Direct
35785b9c,2024-01-01 09:09:00,homepage_view,Web,Direct
358a965e,2024-01-01 16:52:00,homepage_view,Web,Direct
358a965e,2024-01-01 16:56:08,product_view,Web,Direct
3dcead2d,2024-01-01 19:40:00,homepage_view,Android,Organic
b99d22b2,2024-01-01 13:46:00,homepage_view,Web,Direct
b99d22b2,2024-01-01 13:48:11,product_view,Web,Direct
b99d22b2,2024-01-01 13:50:08,add_to_cart,Web,Direct
b99d22b2,2024-01-01 13:53:07,checkout_start,Web,Direct
b99d22b2,2024-01-01 13:55:45,purchase_success,Web,Direct
b18916a6,2024-01-01 20:28:00,homepage_view,Android,Google Ads
b18916a6,2024-01-01 20:29:27,product_view,Android,Google Ads
b18916a6,2024-01-01 20:32:51,add_to_cart,Android,Google Ads
f54fa724,2024-01-01 00:03:00,homepage_view,iOS,Direct
dd3c982f,2024-01-01 21:32:00,homepage_view,Android,Instagram Ads
dd3c982f,2024-01-01 21:36:28,product_view,Android,Instagram Ads
dd3c982f,2024-01-01 21:40:59,add_to_cart,Android,Instagram Ads
dd3c982f,2024-01-01 21:43:30,checkout_start,Android,Instagram Ads
56f08b97,2024-01-01 13:15:00,homepage_view,Android,Organic
56f08b97,2024-01-01 13:18:47,product_view,Android,Organic
0898e3d3,2024-01-01 03:16:00,homepage_view,iOS,Instagram Ads
0898e3d3,2024-01-01 03:20:53,product_view,iOS,Instagram Ads
dc46f30b,2024-01-01 02:58:00,homepage_view,Web,Instagram Ads
dc46f30b,2024-01-01 02:59:43,product_view,Web,Instagram Ads
585cf480,2024-01-01 00:26:00,homepage_view,iOS,Organic
585cf480,2024-01-01 00:30:02,product_view,iOS,Organic
2dbfc1ab,2024-01-01 02:35:00,homepage_view,Web,Instagram Ads
2dbfc1ab,2024-01-01 02:38:17,product_view,Web,Instagram Ads
2dbfc1ab,2024-01-01 02:39:14,add_to_cart,Web,Instagram Ads
e67dced9,2024-01-01 16:13:00,homepage_view,Android,Google Ads
e67dced9,2024-01-01 16:14:57,product_view,Android,Google Ads
2eb14f3e,2024-01-01 22:38:00,homepage_view,Android,Google Ads
2eb14f3e,2024-01-01 22:42:41,product_view,Android,Google Ads
b26fb842,2024-01-01 09:42:00,homepage_view,iOS,Google Ads
b26fb842,2024-01-01 09:44:52,product_view,iOS,Google Ads
3e5b2879,2024-01-01 15:41:00,homepage_view,Android,Instagram Ads
3e5b2879,2024-01-01 15:42:07,product_view,Android,Instagram Ads
d3416302,2024-01-01 19:34:00,homepage_view,Web,Google Ads
d3416302,2024-01-01 19:38:47,product_view,Web,Google Ads
b35faa7a,2024-01-01 15:07:00,homepage_view,iOS,Google Ads
b35faa7a,2024-01-01 15:11:14,product_view,iOS,Google Ads
01195c0c,2024-01-01 09:26:00,homepage_view,Android,Instagram Ads
01195c0c,2024-01-01 09:27:11,product_view,Android,Instagram Ads
373cf039,2024-01-01 04:21:00,homepage_view,Web,Google Ads
0bf8a3de,2024-01-01 02:16:00,homepage_view,Web,Instagram Ads
0bf8a3de,2024-01-01 02:16:33,product_view,Web,Instagram Ads
0bf8a3de,2024-01-01 02:18:54,add_to_cart,Web,Instagram Ads
0bf8a3de,2024-01-01 02:22:33,checkout_start,Web,Instagram Ads
1ae6b643,2024-01-01 08:38:00,homepage_view,iOS,Direct
1ae6b643,2024-01-01 08:42:11,product_view,iOS,Direct
3a76bca2,2024-01-01 22:32:00,homepage_view,Android,Organic
3a76bca2,2024-01-01 22:35:51,product_view,Android,Organic
d9169f6d,2024-01-01 08:45:00,homepage_view,iOS,Direct
d9169f6d,2024-01-01 08:47:57,product_view,iOS,Direct
d9169f6d,2024-01-01 08:50:07,add_to_cart,iOS,Direct
1830ca96,2024-01-01 23:51:00,homepage_view,Android,Direct
1830ca96,2024-01-01 23:52:48,product_view,Android,Direct
40557b69,2024-01-01 12:44:00,homepage_view,Android,Organic
40557b69,2024-01-01 12:45:39,product_view,Android,Organic
40557b69,2024-01-01 12:48:42,add_to_cart,Android,Organic
40557b69,2024-01-01 12:50:58,checkout_start,Android,Organic
60ffc99a,2024-01-01 19:39:00,homepage_view,Web,Instagram Ads
60ffc99a,2024-01-01 19:40:45,product_view,Web,Instagram Ads
2f24383b,2024-01-01 06:41:00,homepage_view,iOS,Organic
2f24383b,2024-01-01 06:42:55,product_view,iOS,Organic
2f24383b,2024-01-01 06:45:57,add_to_cart,iOS,Organic
e785f7a5,2024-01-01 00:33:00,homepage_view,Android,Organic
e785f7a5,2024-01-01 00:35:00,product_view,Android,Organic
74bd8dc6,2024-01-01 02:08:00,homepage_view,Web,Direct
74bd8dc6,2024-01-01 02:09:14,product_view,Web,Direct
74bd8dc6,2024-01-01 02:10:10,add_to_cart,Web,Direct
74bd8dc6,2024-01-01 02:11:53,checkout_start,Web,Direct
74bd8dc6,2024-01-01 02:13:30,purchase_success,Web,Direct
cafadfe1,2024-01-01 02:03:00,homepage_view,Android,Organic
cafadfe1,2024-01-01 02:07:38,product_view,Android,Organic
cafadfe1,2024-01-01 02:09:29,add_to_cart,Android,Organic
cafadfe1,2024-01-01 02:14:29,checkout_start,Android,Organic
3fb722a1,2024-01-01 20:27:00,homepage_view,iOS,Organic
3fb722a1,2024-01-01 20:29:54,product_view,iOS,Organic
3fb722a1,2024-01-01 20:30:18,add_to_cart,iOS,Organic
496f0a38,2024-01-01 08:53:00,homepage_view,iOS,Organic
496f0a38,2024-01-01 08:56:19,product_view,iOS,Organic
77a3d658,2024-01-01 15:56:00,homepage_view,iOS,Direct
77a3d658,2024-01-01 15:59:45,product_view,iOS,Direct
a48efac7,2024-01-01 16:37:00,homepage_view,Web,Direct
285245f6,2024-01-01 19:50:00,homepage_view,Web,Direct
543bb823,2024-01-01 04:47:00,homepage_view,Web,Google Ads
543bb823,2024-01-01 04:50:37,product_view,Web,Google Ads
543bb823,2024-01-01 04:52:55,add_to_cart,Web,Google Ads
5b201ce3,2024-01-01 08:56:00,homepage_view,iOS,Instagram Ads
5b201ce3,2024-01-01 08:59:54,product_view,iOS,Instagram Ads
5b201ce3,2024-01-01 09:02:28,add_to_cart,iOS,Instagram Ads
5b201ce3,2024-01-01 09:02:54,checkout_start,iOS,Instagram Ads
5b201ce3,2024-01-01 09:07:44,purchase_success,iOS,Instagram Ads
09a348a5,2024-01-01 12:06:00,homepage_view,Web,Instagram Ads
09a348a5,2024-01-01 12:06:28,product_view,Web,Instagram Ads
069caf3f,2024-01-01 21:28:00,homepage_view,Web,Organic
069caf3f,2024-01-01 21:31:53,product_view,Web,Organic
e7fb6b45,2024-01-01 19:04:00,homepage_view,iOS,Direct
e7fb6b45,2024-01-01 19:04:17,product_view,iOS,Direct
25c9cc5b,2024-01-01 09:35:00,homepage_view,Android,Direct
6b8921ae,2024-01-01 04:25:00,homepage_view,Web,Direct
2a8592a8,2024-01-01 09:05:00,homepage_view,Web,Organic
826df0ed,2024-01-01 05:14:00,homepage_view,Android,Instagram Ads
826df0ed,2024-01-01 05:15:39,product_view,Android,Instagram Ads
7575274d,2024-01-01 10:52:00,homepage_view,iOS,Organic
7575274d,2024-01-01 10:54:27,product_view,iOS,Organic
24ad43fc,2024-01-01 01:25:00,homepage_view,Android,Organic
24ad43fc,2024-01-01 01:29:51,product_view,Android,Organic
24ad43fc,2024-01-01 01:30:19,add_to_cart,Android,Organic
24ad43fc,2024-01-01 01:34:45,checkout_start,Android,Organic
6957c6ae,2024-01-01 09:24:00,homepage_view,Android,Instagram Ads
6957c6ae,2024-01-01 09:26:32,product_view,Android,Instagram Ads
6957c6ae,2024-01-01 09:26:46,add_to_cart,Android,Instagram Ads
8671a68f,2024-01-01 06:46:00,homepage_view,Android,Direct
8671a68f,2024-01-01 06:47:47,product_view,Android,Direct
b3ef6f49,2024-01-01 21:44:00,homepage_view,iOS,Instagram Ads
b3ef6f49,2024-01-01 21:48:36,product_view,iOS,Instagram Ads
b3ef6f49,2024-01-01 21:50:00,add_to_cart,iOS,Instagram Ads
b3ef6f49,2024-01-01 21:53:15,checkout_start,iOS,Instagram Ads
b3ef6f49,2024-01-01 21:54:48,purchase_success,iOS,Instagram Ads
c3ced340,2024-01-01 10:04:00,homepage_view,Android,Organic
c3ced340,2024-01-01 10:05:44,product_view,Android,Organic
c1399186,2024-01-01 02:23:00,homepage_view,Web,Direct
6e99d274,2024-01-01 12:49:00,homepage_view,Android,Google Ads
194f07f2,2024-01-01 18:55:00,homepage_view,Android,Direct
194f07f2,2024-01-01 18:58:11,product_view,Android,Direct
194f07f2,2024-01-01 19:00:13,add_to_cart,Android,Direct
194f07f2,2024-01-01 19:04:00,checkout_start,Android,Direct
10883e4c,2024-01-01 02:36:00,homepage_view,Android,Google Ads
256c779e,2024-01-01 01:59:00,homepage_view,iOS,Instagram Ads
256c779e,2024-01-01 02:02:52,product_view,iOS,Instagram Ads
890f81b5,2024-01-01 20:22:00,homepage_view,Android,Google Ads
2b956e08,2024-01-01 02:27:00,homepage_view,Android,Instagram Ads
057fd46d,2024-01-01 18:01:00,homepage_view,iOS,Instagram Ads
057fd46d,2024-01-01 18:04:30,product_view,iOS,Instagram Ads
057fd46d,2024-01-01 18:09:15,add_to_cart,iOS,Instagram Ads
fa6850f9,2024-01-01 17:45:00,homepage_view,Web,Direct
7ad6a378,2024-01-01 12:44:00,homepage_view,Android,Google Ads
f4ddde7a,2024-01-01 03:26:00,homepage_view,Web,Google Ads
f4ddde7a,2024-01-01 03:26:58,product_view,Web,Google Ads
9cffd0d1,2024-01-01 00:51:00,homepage_view,iOS,Organic
860e5017,2024-01-01 12:50:00,homepage_view,iOS,Direct
860e5017,2024-01-01 12:54:37,product_view,iOS,Direct
860e5017,2024-01-01 12:56:53,add_to_cart,iOS,Direct
e3703f13,2024-01-01 13:26:00,homepage_view,Android,Google Ads
e3703f13,2024-01-01 13:29:37,product_view,Android,Google Ads
6dbed5a3,2024-01-01 09:30:00,homepage_view,iOS,Organic
6dbed5a3,2024-01-01 09:31:05,product_view,iOS,Organic
6dbed5a3,2024-01-01 09:34:24,add_to_cart,iOS,Organic
78060c16,2024-01-01 19:19:00,homepage_view,Android,Direct
730553b6,2024-01-01 12:24:00,homepage_view,Web,Instagram Ads
730553b6,2024-01-01 12:24:46,product_view,Web,Instagram Ads
730553b6,2024-01-01 12:29:02,add_to_cart,Web,Instagram Ads
730553b6,2024-01-01 12:33:46,checkout_start,Web,Instagram Ads
730553b6,2024-01-01 12:35:21,purchase_success,Web,Instagram Ads
9c460f38,2024-01-01 07:54:00,homepage_view,iOS,Google Ads
21d11d87,2024-01-01 12:39:00,homepage_view,iOS,Google Ads
21d11d87,2024-01-01 12:40:51,product_view,iOS,Google Ads
c8b99c69,2024-01-01 15:50:00,homepage_view,iOS,Direct
c8b99c69,2024-01-01 15:50:22,product_view,iOS,Direct
36c99576,2024-01-01 04:53:00,homepage_view,Android,Organic
d5a5cd5b,2024-01-01 18:54:00,homepage_view,iOS,Google Ads
d5a5cd5b,2024-01-01 18:55:25,product_view,iOS,Google Ads
5c49b883,2024-01-01 21:23:00,homepage_view,Android,Direct
5c49b883,2024-01-01 21:26:12,product_view,Android,Direct
5c49b883,2024-01-01 21:26:50,add_to_cart,Android,Direct
